Table,Year,Data_item,Region,State,Value,Units
Milk production,1976,Percent of U.S. milk production,Delta States,Mississippi,0.72,Percent
Milk production,1976,Percent of U.S. milk production,Delta States,Total region,2.21,Percent
Milk production,1976,Milk production,Southern Plains,Oklahoma,1102.00,Million pounds
Milk production,1976,Milk production,Southern Plains,Texas,3309.00,Million pounds
Milk production,1976,Milk production,Southern Plains,Total region,4411.00,Million pounds
Milk production,1976,Percent of U.S. milk production,Southern Plains,Oklahoma,0.92,Percent
Milk production,1976,Percent of U.S. milk production,Southern Plains,Texas,2.75,Percent
Milk production,1976,Percent of U.S. milk production,Southern Plains,Total region,3.67,Percent
Milk production,1976,Milk production,Mountain Region,Arizona,882.00,Million pounds
Milk production,1976,Milk production,Mountain Region,Colorado,835.00,Million pounds
Milk production,1976,Milk production,Mountain Region,Idaho,1554.00,Million pounds
Milk production,1976,Milk production,Mountain Region,Montana,275.00,Million pounds
Milk production,1976,Milk production,Mountain Region,Nevada,191.00,Million pounds
Milk production,1976,Milk production,Mountain Region,New Mexico,405.00,Million pounds
Milk production,1976,Milk production,Mountain Region,Utah,924.00,Million pounds
Milk production,1976,Milk production,Mountain Region,Wyoming,113.00,Million pounds
Milk production,1976,Milk production,Mountain Region,Total region,5179.00,Million pounds
Milk production,1976,Percent of U.S. milk production,Mountain Region,Arizona,0.73,Percent
Milk production,1976,Percent of U.S. milk production,Mountain Region,Colorado,0.69,Percent
Milk production,1976,Percent of U.S. milk production,Mountain Region,Idaho,1.29,Percent
Milk production,1976,Percent of U.S. milk production,Mountain Region,Montana,0.23,Percent
Milk production,1976,Percent of U.S. milk production,Mountain Region,Nevada,0.16,Percent
Milk production,1976,Percent of U.S. milk production,Mountain Region,New Mexico,0.34,Percent
Milk production,1976,Percent of U.S. milk production,Mountain Region,Utah,0.77,Percent
Milk production,1976,Percent of U.S. milk production,Mountain Region,Wyoming,0.09,Percent
Milk production,1976,Percent of U.S. milk production,Mountain Region,Total region,4.31,Percent
Milk production,1976,Milk production,West Coast,California,11583.00,Million pounds
Milk production,1976,Milk production,West Coast,Oregon,1024.00,Million pounds
Milk production,1976,Milk production,West Coast,Washington,2428.00,Million pounds
Milk production,1976,Milk production,West Coast,Total region,15035.00,Million pounds
Milk production,1976,Percent of U.S. milk production,West Coast,California,9.64,Percent
Milk production,1976,Percent of U.S. milk production,West Coast,Oregon,0.85,Percent
Milk production,1976,Percent of U.S. milk production,West Coast,Washington,2.02,Percent
Milk production,1976,Percent of U.S. milk production,West Coast,Total region,12.51,Percent
Milk production,1976,Milk production,Other States,Alaska,16.00,Million pounds
Milk production,1976,Milk production,Other States,Hawaii,148.00,Million pounds
Milk production,1976,Milk production,Other States,Total region,164.00,Million pounds
Milk production,1976,Percent of U.S. milk production,Other States,Alaska,0.01,Percent
Milk production,1976,Percent of U.S. milk production,Other States,Hawaii,0.12,Percent
Milk production,1976,Percent of U.S. milk production,Other States,Total region,0.14,Percent
Milk production,1976,Milk production,United States,Total region,120180.00,Million pounds
Milk production,1976,Percent of U.S. milk production,United States,Total region,100.00,Percent
Milk production,1977,Milk production,Northeast,Connecticut,624.00,Million pounds
Milk production,1977,Milk production,Northeast,Delaware,139.00,Million pounds
Milk production,1977,Milk production,Northeast,Maine,638.00,Million pounds
Milk production,1977,Milk production,Northeast,Maryland,1575.00,Million pounds
Milk production,1977,Milk production,Northeast,Massachusetts,597.00,Million pounds
Milk production,1977,Milk production,Northeast,New Hampshire,339.00,Million pounds
Milk production,1977,Milk production,Northeast,New Jersey,549.00,Million pounds
Milk production,1977,Milk production,Northeast,New York,10224.00,Million pounds
Milk production,1977,Milk production,Northeast,Pennsylvania,7791.00,Million pounds
Milk production,1977,Milk production,Northeast,Rhode Island,57.00,Million pounds
Milk production,1977,Milk production,Northeast,Vermont,2100.00,Million pounds
Milk production,1977,Milk production,Northeast,Total region,24633.00,Million pounds
Milk production,1977,Percent of U.S. milk production,Northeast,Connecticut,0.51,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,Delaware,0.11,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,Maine,0.52,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,Maryland,1.28,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,Massachusetts,0.49,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,New Hampshire,0.28,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,New Jersey,0.45,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,New York,8.34,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,Pennsylvania,6.35,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,Rhode Island,0.05,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,Vermont,1.71,Percent
Milk production,1977,Percent of U.S. milk production,Northeast,Total region,20.08,Percent
Milk production,1977,Milk production,Lake States,Michigan,4761.00,Million pounds
Milk production,1977,Milk production,Lake States,Minnesota,9483.00,Million pounds
Milk production,1977,Milk production,Lake States,Wisconsin,21041.00,Million pounds
Milk production,1977,Milk production,Lake States,Total region,35285.00,Million pounds
Milk production,1977,Percent of U.S. milk production,Lake States,Michigan,3.88,Percent
Milk production,1977,Percent of U.S. milk production,Lake States,Minnesota,7.73,Percent
Milk production,1977,Percent of U.S. milk production,Lake States,Wisconsin,17.15,Percent
Milk production,1977,Percent of U.S. milk production,Lake States,Total region,28.77,Percent
Milk production,1977,Milk production,Corn Belt,Illinois,2515.00,Million pounds
Milk production,1977,Milk production,Corn Belt,Indiana,2248.00,Million pounds
Milk production,1977,Milk production,Corn Belt,Iowa,4030.00,Million pounds
Milk production,1977,Milk production,Corn Belt,Missouri,2918.00,Million pounds
Milk production,1977,Milk production,Corn Belt,Ohio,4455.00,Million pounds
Milk production,1977,Milk production,Corn Belt,Total region,16166.00,Million pounds
Milk production,1977,Percent of U.S. milk production,Corn Belt,Illinois,2.05,Percent
Milk production,1977,Percent of U.S. milk production,Corn Belt,Indiana,1.83,Percent
Milk production,1977,Percent of U.S. milk production,Corn Belt,Iowa,3.29,Percent
Milk production,1977,Percent of U.S. milk production,Corn Belt,Missouri,2.38,Percent
Milk production,1977,Percent of U.S. milk production,Corn Belt,Ohio,3.63,Percent
Milk production,1977,Percent of U.S. milk production,Corn Belt,Total region,13.18,Percent
Milk production,1977,Milk production,Northern Plains,Kansas,1442.00,Million pounds
Milk production,1977,Milk production,Northern Plains,Nebraska,1344.00,Million pounds
Milk production,1977,Milk production,Northern Plains,North Dakota,954.00,Million pounds
Milk production,1977,Milk production,Northern Plains,South Dakota,1652.00,Million pounds
Milk production,1977,Milk production,Northern Plains,Total region,5392.00,Million pounds
Milk production,1977,Percent of U.S. milk production,Northern Plains,Kansas,1.18,Percent
Milk production,1977,Percent of U.S. milk production,Northern Plains,Nebraska,1.10,Percent
Milk production,1977,Percent of U.S. milk production,Northern Plains,North Dakota,0.78,Percent
Milk production,1977,Percent of U.S. milk production,Northern Plains,South Dakota,1.35,Percent
Milk production,1977,Percent of U.S. milk production,Northern Plains,Total region,4.40,Percent
Milk production,1977,Milk production,Appalachia,Kentucky,2426.00,Million pounds
Milk production,1977,Milk production,Appalachia,North Carolina,1583.00,Million pounds
Milk production,1977,Milk production,Appalachia,Tennessee,2181.00,Million pounds
Milk production,1977,Milk production,Appalachia,Virginia,1894.00,Million pounds
Milk production,1977,Milk production,Appalachia,West Virginia,350.00,Million pounds
Milk production,1977,Milk production,Appalachia,Total region,8434.00,Million pounds
Milk production,1977,Percent of U.S. milk production,Appalachia,Kentucky,1.98,Percent
Milk production,1977,Percent of U.S. milk production,Appalachia,North Carolina,1.29,Percent
Milk production,1977,Percent of U.S. milk production,Appalachia,Tennessee,1.78,Percent
Milk production,1977,Percent of U.S. milk production,Appalachia,Virginia,1.54,Percent
Milk production,1977,Percent of U.S. milk production,Appalachia,West Virginia,0.29,Percent
Milk production,1977,Percent of U.S. milk production,Appalachia,Total region,6.88,Percent
Milk production,1977,Milk production,Southeast,Alabama,684.00,Million pounds
Milk production,1977,Milk production,Southeast,Florida,1993.00,Million pounds
Milk production,1977,Milk production,Southeast,Georgia,1301.00,Million pounds
Milk production,1977,Milk production,Southeast,South Carolina,525.00,Million pounds
Milk production,1977,Milk production,Southeast,Total region,4503.00,Million pounds
Milk production,1977,Percent of U.S. milk production,Southeast,Alabama,0.56,Percent
Milk production,1977,Percent of U.S. milk production,Southeast,Florida,1.62,Percent
Milk production,1977,Percent of U.S. milk production,Southeast,Georgia,1.06,Percent
Milk production,1977,Percent of U.S. milk production,Southeast,South Carolina,0.43,Percent
Milk production,1977,Percent of U.S. milk production,Southeast,Total region,3.67,Percent
Milk production,1977,Milk production,Delta States,Arkansas,725.00,Million pounds
Milk production,1977,Milk production,Delta States,Louisiana,1089.00,Million pounds
Milk production,1977,Milk production,Delta States,Mississippi,858.00,Million pounds
Milk production,1977,Milk production,Delta States,Total region,2672.00,Million pounds
Milk production,1977,Percent of U.S. milk production,Delta States,Arkansas,0.59,Percent
Milk production,1977,Percent of U.S. milk production,Delta States,Louisiana,0.89,Percent
Milk production,1977,Percent of U.S. milk production,Delta States,Mississippi,0.70,Percent
Milk production,1977,Percent of U.S. milk production,Delta States,Total region,2.18,Percent
Milk production,1977,Milk production,Southern Plains,Oklahoma,1120.00,Million pounds
Milk production,1977,Milk production,Southern Plains,Texas,3372.00,Million pounds
Milk production,1977,Milk production,Southern Plains,Total region,4492.00,Million pounds
Milk production,1977,Percent of U.S. milk production,Southern Plains,Oklahoma,0.91,Percent
Milk production,1977,Percent of U.S. milk production,Southern Plains,Texas,2.75,Percent
Milk production,1977,Percent of U.S. milk production,Southern Plains,Total region,3.66,Percent
Milk production,1977,Milk production,Mountain Region,Arizona,914.00,Million pounds
Milk production,1977,Milk production,Mountain Region,Colorado,848.00,Million pounds
Milk production,1977,Milk production,Mountain Region,Idaho,1600.00,Million pounds
Milk production,1977,Milk production,Mountain Region,Montana,296.00,Million pounds
Milk production,1977,Milk production,Mountain Region,Nevada,198.00,Million pounds
Milk production,1977,Milk production,Mountain Region,New Mexico,426.00,Million pounds
Milk production,1977,Milk production,Mountain Region,Utah,936.00,Million pounds
Milk production,1977,Milk production,Mountain Region,Wyoming,124.00,Million pounds
Milk production,1977,Milk production,Mountain Region,Total region,5342.00,Million pounds
Milk production,1977,Percent of U.S. milk production,Mountain Region,Arizona,0.75,Percent
Milk production,1977,Percent of U.S. milk production,Mountain Region,Colorado,0.69,Percent
Milk production,1977,Percent of U.S. milk production,Mountain Region,Idaho,1.30,Percent
Milk production,1977,Percent of U.S. milk production,Mountain Region,Montana,0.24,Percent
Milk production,1977,Percent of U.S. milk production,Mountain Region,Nevada,0.16,Percent
