Table,Year,Data_item,Region,State,Value,Units
Milk production,1996,Percent of U.S. milk production,Delta States,Mississippi,0.43,Percent
Milk production,1996,Percent of U.S. milk production,Delta States,Total region,1.41,Percent
Milk production,1996,Milk production,Southern Plains,Oklahoma,1245.00,Million pounds
Milk production,1996,Milk production,Southern Plains,Texas,6120.00,Million pounds
Milk production,1996,Milk production,Southern Plains,Total region,7365.00,Million pounds
Milk production,1996,Percent of U.S. milk production,Southern Plains,Oklahoma,0.81,Percent
Milk production,1996,Percent of U.S. milk production,Southern Plains,Texas,3.97,Percent
Milk production,1996,Percent of U.S. milk production,Southern Plains,Total region,4.78,Percent
Milk production,1996,Milk production,Mountain Region,Arizona,2474.00,Million pounds
Milk production,1996,Milk production,Mountain Region,Colorado,1633.00,Million pounds
Milk production,1996,Milk production,Mountain Region,Idaho,4735.00,Million pounds
Milk production,1996,Milk production,Mountain Region,Montana,307.00,Million pounds
Milk production,1996,Milk production,Mountain Region,Nevada,470.00,Million pounds
Milk production,1996,Milk production,Mountain Region,New Mexico,3753.00,Million pounds
Milk production,1996,Milk production,Mountain Region,Utah,1547.00,Million pounds
Milk production,1996,Milk production,Mountain Region,Wyoming,88.00,Million pounds
Milk production,1996,Milk production,Mountain Region,Total region,15007.00,Million pounds
Milk production,1996,Percent of U.S. milk production,Mountain Region,Arizona,1.61,Percent
Milk production,1996,Percent of U.S. milk production,Mountain Region,Colorado,1.06,Percent
Milk production,1996,Percent of U.S. milk production,Mountain Region,Idaho,3.07,Percent
Milk production,1996,Percent of U.S. milk production,Mountain Region,Montana,0.20,Percent
Milk production,1996,Percent of U.S. milk production,Mountain Region,Nevada,0.31,Percent
Milk production,1996,Percent of U.S. milk production,Mountain Region,New Mexico,2.44,Percent
Milk production,1996,Percent of U.S. milk production,Mountain Region,Utah,1.00,Percent
Milk production,1996,Percent of U.S. milk production,Mountain Region,Wyoming,0.06,Percent
Milk production,1996,Percent of U.S. milk production,Mountain Region,Total region,9.74,Percent
Milk production,1996,Milk production,West Coast,California,25848.00,Million pounds
Milk production,1996,Milk production,West Coast,Oregon,1608.00,Million pounds
Milk production,1996,Milk production,West Coast,Washington,5279.00,Million pounds
Milk production,1996,Milk production,West Coast,Total region,32735.00,Million pounds
Milk production,1996,Percent of U.S. milk production,West Coast,California,16.78,Percent
Milk production,1996,Percent of U.S. milk production,West Coast,Oregon,1.04,Percent
Milk production,1996,Percent of U.S. milk production,West Coast,Washington,3.43,Percent
Milk production,1996,Percent of U.S. milk production,West Coast,Total region,21.26,Percent
Milk production,1996,Milk production,Other States,Alaska,14.00,Million pounds
Milk production,1996,Milk production,Other States,Hawaii,129.00,Million pounds
Milk production,1996,Milk production,Other States,Total region,143.00,Million pounds
Milk production,1996,Percent of U.S. milk production,Other States,Alaska,0.01,Percent
Milk production,1996,Percent of U.S. milk production,Other States,Hawaii,0.08,Percent
Milk production,1996,Percent of U.S. milk production,Other States,Total region,0.09,Percent
Milk production,1996,Milk production,United States,Total region,154006.00,Million pounds
Milk production,1996,Percent of U.S. milk production,United States,Total region,100.00,Percent
Milk production,1997,Milk production,Northeast,Connecticut,509.00,Million pounds
Milk production,1997,Milk production,Northeast,Delaware,148.00,Million pounds
Milk production,1997,Milk production,Northeast,Maine,662.00,Million pounds
Milk production,1997,Milk production,Northeast,Maryland,1326.00,Million pounds
Milk production,1997,Milk production,Northeast,Massachusetts,434.00,Million pounds
Milk production,1997,Milk production,Northeast,New Hampshire,328.00,Million pounds
Milk production,1997,Milk production,Northeast,New Jersey,299.00,Million pounds
Milk production,1997,Milk production,Northeast,New York,11530.00,Million pounds
Milk production,1997,Milk production,Northeast,Pennsylvania,10662.00,Million pounds
Milk production,1997,Milk production,Northeast,Rhode Island,31.90,Million pounds
Milk production,1997,Milk production,Northeast,Vermont,2600.00,Million pounds
Milk production,1997,Milk production,Northeast,Total region,28529.90,Million pounds
Milk production,1997,Percent of U.S. milk production,Northeast,Connecticut,0.33,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,Delaware,0.09,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,Maine,0.42,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,Maryland,0.85,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,Massachusetts,0.28,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,New Hampshire,0.21,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,New Jersey,0.19,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,New York,7.39,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,Pennsylvania,6.83,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,Rhode Island,0.02,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,Vermont,1.67,Percent
Milk production,1997,Percent of U.S. milk production,Northeast,Total region,18.28,Percent
Milk production,1997,Milk production,Lake States,Michigan,5410.00,Million pounds
Milk production,1997,Milk production,Lake States,Minnesota,9210.00,Million pounds
Milk production,1997,Milk production,Lake States,Wisconsin,22368.00,Million pounds
Milk production,1997,Milk production,Lake States,Total region,36988.00,Million pounds
Milk production,1997,Percent of U.S. milk production,Lake States,Michigan,3.47,Percent
Milk production,1997,Percent of U.S. milk production,Lake States,Minnesota,5.90,Percent
Milk production,1997,Percent of U.S. milk production,Lake States,Wisconsin,14.33,Percent
Milk production,1997,Percent of U.S. milk production,Lake States,Total region,23.70,Percent
Milk production,1997,Milk production,Corn Belt,Illinois,2203.00,Million pounds
Milk production,1997,Milk production,Corn Belt,Indiana,2189.00,Million pounds
Milk production,1997,Milk production,Corn Belt,Iowa,3693.00,Million pounds
Milk production,1997,Milk production,Corn Belt,Missouri,2362.00,Million pounds
Milk production,1997,Milk production,Corn Belt,Ohio,4415.00,Million pounds
Milk production,1997,Milk production,Corn Belt,Total region,14862.00,Million pounds
Milk production,1997,Percent of U.S. milk production,Corn Belt,Illinois,1.41,Percent
Milk production,1997,Percent of U.S. milk production,Corn Belt,Indiana,1.40,Percent
Milk production,1997,Percent of U.S. milk production,Corn Belt,Iowa,2.37,Percent
Milk production,1997,Percent of U.S. milk production,Corn Belt,Missouri,1.51,Percent
Milk production,1997,Percent of U.S. milk production,Corn Belt,Ohio,2.83,Percent
Milk production,1997,Percent of U.S. milk production,Corn Belt,Total region,9.52,Percent
Milk production,1997,Milk production,Northern Plains,Kansas,1285.00,Million pounds
Milk production,1997,Milk production,Northern Plains,Nebraska,1040.00,Million pounds
Milk production,1997,Milk production,Northern Plains,North Dakota,713.00,Million pounds
Milk production,1997,Milk production,Northern Plains,South Dakota,1384.00,Million pounds
Milk production,1997,Milk production,Northern Plains,Total region,4422.00,Million pounds
Milk production,1997,Percent of U.S. milk production,Northern Plains,Kansas,0.82,Percent
Milk production,1997,Percent of U.S. milk production,Northern Plains,Nebraska,0.67,Percent
Milk production,1997,Percent of U.S. milk production,Northern Plains,North Dakota,0.46,Percent
Milk production,1997,Percent of U.S. milk production,Northern Plains,South Dakota,0.89,Percent
Milk production,1997,Percent of U.S. milk production,Northern Plains,Total region,2.83,Percent
Milk production,1997,Milk production,Appalachia,Kentucky,1815.00,Million pounds
Milk production,1997,Milk production,Appalachia,North Carolina,1304.00,Million pounds
Milk production,1997,Milk production,Appalachia,Tennessee,1609.00,Million pounds
Milk production,1997,Milk production,Appalachia,Virginia,1858.00,Million pounds
Milk production,1997,Milk production,Appalachia,West Virginia,266.00,Million pounds
Milk production,1997,Milk production,Appalachia,Total region,6852.00,Million pounds
Milk production,1997,Percent of U.S. milk production,Appalachia,Kentucky,1.16,Percent
Milk production,1997,Percent of U.S. milk production,Appalachia,North Carolina,0.84,Percent
Milk production,1997,Percent of U.S. milk production,Appalachia,Tennessee,1.03,Percent
Milk production,1997,Percent of U.S. milk production,Appalachia,Virginia,1.19,Percent
Milk production,1997,Percent of U.S. milk production,Appalachia,West Virginia,0.17,Percent
Milk production,1997,Percent of U.S. milk production,Appalachia,Total region,4.39,Percent
Milk production,1997,Milk production,Southeast,Alabama,418.00,Million pounds
Milk production,1997,Milk production,Southeast,Florida,2476.00,Million pounds
Milk production,1997,Milk production,Southeast,Georgia,1488.00,Million pounds
Milk production,1997,Milk production,Southeast,South Carolina,397.00,Million pounds
Milk production,1997,Milk production,Southeast,Total region,4779.00,Million pounds
Milk production,1997,Percent of U.S. milk production,Southeast,Alabama,0.27,Percent
Milk production,1997,Percent of U.S. milk production,Southeast,Florida,1.59,Percent
Milk production,1997,Percent of U.S. milk production,Southeast,Georgia,0.95,Percent
Milk production,1997,Percent of U.S. milk production,Southeast,South Carolina,0.25,Percent
Milk production,1997,Percent of U.S. milk production,Southeast,Total region,3.06,Percent
Milk production,1997,Milk production,Delta States,Arkansas,635.00,Million pounds
Milk production,1997,Milk production,Delta States,Louisiana,794.00,Million pounds
Milk production,1997,Milk production,Delta States,Mississippi,634.00,Million pounds
Milk production,1997,Milk production,Delta States,Total region,2063.00,Million pounds
Milk production,1997,Percent of U.S. milk production,Delta States,Arkansas,0.41,Percent
Milk production,1997,Percent of U.S. milk production,Delta States,Louisiana,0.51,Percent
Milk production,1997,Percent of U.S. milk production,Delta States,Mississippi,0.41,Percent
Milk production,1997,Percent of U.S. milk production,Delta States,Total region,1.32,Percent
Milk production,1997,Milk production,Southern Plains,Oklahoma,1249.00,Million pounds
Milk production,1997,Milk production,Southern Plains,Texas,5768.00,Million pounds
Milk production,1997,Milk production,Southern Plains,Total region,7017.00,Million pounds
Milk production,1997,Percent of U.S. milk production,Southern Plains,Oklahoma,0.80,Percent
Milk production,1997,Percent of U.S. milk production,Southern Plains,Texas,3.70,Percent
Milk production,1997,Percent of U.S. milk production,Southern Plains,Total region,4.50,Percent
Milk production,1997,Milk production,Mountain Region,Arizona,2664.00,Million pounds
Milk production,1997,Milk production,Mountain Region,Colorado,1679.00,Million pounds
Milk production,1997,Milk production,Mountain Region,Idaho,5193.00,Million pounds
Milk production,1997,Milk production,Mountain Region,Montana,295.00,Million pounds
Milk production,1997,Milk production,Mountain Region,Nevada,477.00,Million pounds
Milk production,1997,Milk production,Mountain Region,New Mexico,4011.00,Million pounds
Milk production,1997,Milk production,Mountain Region,Utah,1540.00,Million pounds
Milk production,1997,Milk production,Mountain Region,Wyoming,83.80,Million pounds
Milk production,1997,Milk production,Mountain Region,Total region,15942.80,Million pounds
Milk production,1997,Percent of U.S. milk production,Mountain Region,Arizona,1.71,Percent
Milk production,1997,Percent of U.S. milk production,Mountain Region,Colorado,1.08,Percent
Milk production,1997,Percent of U.S. milk production,Mountain Region,Idaho,3.33,Percent
Milk production,1997,Percent of U.S. milk production,Mountain Region,Montana,0.19,Percent
Milk production,1997,Percent of U.S. milk production,Mountain Region,Nevada,0.31,Percent
Milk production,1997,Percent of U.S. milk production,Mountain Region,New Mexico,2.57,Percent
Milk production,1997,Percent of U.S. milk production,Mountain Region,Utah,0.99,Percent
Milk production,1997,Percent of U.S. milk production,Mountain Region,Wyoming,0.05,Percent
Milk production,1997,Percent of U.S. milk production,Mountain Region,Total region,10.21,Percent
Milk production,1997,Milk production,West Coast,California,27582.00,Million pounds
Milk production,1997,Milk production,West Coast,Oregon,1610.00,Million pounds
Milk production,1997,Milk production,West Coast,Washington,5305.00,Million pounds
Milk production,1997,Milk production,West Coast,Total region,34497.00,Million pounds
Milk production,1997,Percent of U.S. milk production,West Coast,California,17.67,Percent
Milk production,1997,Percent of U.S. milk production,West Coast,Oregon,1.03,Percent
Milk production,1997,Percent of U.S. milk production,West Coast,Washington,3.40,Percent
Milk production,1997,Percent of U.S. milk production,West Coast,Total region,22.10,Percent
Milk production,1997,Milk production,Other States,Alaska,15.00,Million pounds
Milk production,1997,Milk production,Other States,Hawaii,123.00,Million pounds
Milk production,1997,Milk production,Other States,Total region,138.00,Million pounds
Milk production,1997,Percent of U.S. milk production,Other States,Alaska,0.01,Percent
Milk production,1997,Percent of U.S. milk production,Other States,Hawaii,0.08,Percent
Milk production,1997,Percent of U.S. milk production,Other States,Total region,0.09,Percent
Milk production,1997,Milk production,United States,Total region,156091.00,Million pounds
Milk production,1997,Percent of U.S. milk production,United States,Total region,100.00,Percent
Milk production,1998,Milk production,Northeast,Connecticut,529.00,Million pounds
Milk production,1998,Milk production,Northeast,Delaware,159.00,Million pounds
Milk production,1998,Milk production,Northeast,Maine,680.00,Million pounds
Milk production,1998,Milk production,Northeast,Maryland,1340.00,Million pounds
Milk production,1998,Milk production,Northeast,Massachusetts,438.00,Million pounds
Milk production,1998,Milk production,Northeast,New Hampshire,333.00,Million pounds
Milk production,1998,Milk production,Northeast,New Jersey,292.00,Million pounds
Milk production,1998,Milk production,Northeast,New York,11750.00,Million pounds
Milk production,1998,Milk production,Northeast,Pennsylvania,10847.00,Million pounds
Milk production,1998,Milk production,Northeast,Rhode Island,33.00,Million pounds
Milk production,1998,Milk production,Northeast,Vermont,2650.00,Million pounds
Milk production,1998,Milk production,Northeast,Total region,29051.00,Million pounds
Milk production,1998,Percent of U.S. milk production,Northeast,Connecticut,0.34,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,Delaware,0.10,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,Maine,0.43,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,Maryland,0.85,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,Massachusetts,0.28,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,New Hampshire,0.21,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,New Jersey,0.19,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,New York,7.47,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,Pennsylvania,6.90,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,Rhode Island,0.02,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,Vermont,1.69,Percent
Milk production,1998,Percent of U.S. milk production,Northeast,Total region,18.47,Percent
Milk production,1998,Milk production,Lake States,Michigan,5365.00,Million pounds
Milk production,1998,Milk production,Lake States,Minnesota,9275.00,Million pounds
Milk production,1998,Milk production,Lake States,Wisconsin,22842.00,Million pounds
Milk production,1998,Milk production,Lake States,Total region,37482.00,Million pounds
Milk production,1998,Percent of U.S. milk production,Lake States,Michigan,3.41,Percent
Milk production,1998,Percent of U.S. milk production,Lake States,Minnesota,5.90,Percent
Milk production,1998,Percent of U.S. milk production,Lake States,Wisconsin,14.52,Percent
Milk production,1998,Percent of U.S. milk production,Lake States,Total region,23.83,Percent
Milk production,1998,Milk production,Corn Belt,Illinois,2121.00,Million pounds
Milk production,1998,Milk production,Corn Belt,Indiana,2190.00,Million pounds
Milk production,1998,Milk production,Corn Belt,Iowa,3811.00,Million pounds
Milk production,1998,Milk production,Corn Belt,Missouri,2367.00,Million pounds
Milk production,1998,Milk production,Corn Belt,Ohio,4410.00,Million pounds
Milk production,1998,Milk production,Corn Belt,Total region,14899.00,Million pounds
Milk production,1998,Percent of U.S. milk production,Corn Belt,Illinois,1.35,Percent
Milk production,1998,Percent of U.S. milk production,Corn Belt,Indiana,1.39,Percent
Milk production,1998,Percent of U.S. milk production,Corn Belt,Iowa,2.42,Percent
Milk production,1998,Percent of U.S. milk production,Corn Belt,Missouri,1.51,Percent
Milk production,1998,Percent of U.S. milk production,Corn Belt,Ohio,2.80,Percent
Milk production,1998,Percent of U.S. milk production,Corn Belt,Total region,9.47,Percent
Milk production,1998,Milk production,Northern Plains,Kansas,1315.00,Million pounds
Milk production,1998,Milk production,Northern Plains,Nebraska,1050.00,Million pounds
Milk production,1998,Milk production,Northern Plains,North Dakota,706.00,Million pounds
Milk production,1998,Milk production,Northern Plains,South Dakota,1386.00,Million pounds
Milk production,1998,Milk production,Northern Plains,Total region,4457.00,Million pounds
Milk production,1998,Percent of U.S. milk production,Northern Plains,Kansas,0.84,Percent
Milk production,1998,Percent of U.S. milk production,Northern Plains,Nebraska,0.67,Percent
Milk production,1998,Percent of U.S. milk production,Northern Plains,North Dakota,0.45,Percent
Milk production,1998,Percent of U.S. milk production,Northern Plains,South Dakota,0.88,Percent
Milk production,1998,Percent of U.S. milk production,Northern Plains,Total region,2.83,Percent
Milk production,1998,Milk production,Appalachia,Kentucky,1710.00,Million pounds
Milk production,1998,Milk production,Appalachia,North Carolina,1251.00,Million pounds
Milk production,1998,Milk production,Appalachia,Tennessee,1501.00,Million pounds
Milk production,1998,Milk production,Appalachia,Virginia,1841.00,Million pounds
Milk production,1998,Milk production,Appalachia,West Virginia,278.00,Million pounds
Milk production,1998,Milk production,Appalachia,Total region,6581.00,Million pounds
Milk production,1998,Percent of U.S. milk production,Appalachia,Kentucky,1.09,Percent
Milk production,1998,Percent of U.S. milk production,Appalachia,North Carolina,0.80,Percent
Milk production,1998,Percent of U.S. milk production,Appalachia,Tennessee,0.95,Percent
Milk production,1998,Percent of U.S. milk production,Appalachia,Virginia,1.17,Percent
Milk production,1998,Percent of U.S. milk production,Appalachia,West Virginia,0.18,Percent
Milk production,1998,Percent of U.S. milk production,Appalachia,Total region,4.18,Percent
Milk production,1998,Milk production,Southeast,Alabama,386.00,Million pounds
Milk production,1998,Milk production,Southeast,Florida,2337.00,Million pounds
Milk production,1998,Milk production,Southeast,Georgia,1437.00,Million pounds
Milk production,1998,Milk production,Southeast,South Carolina,374.00,Million pounds
Milk production,1998,Milk production,Southeast,Total region,4534.00,Million pounds
Milk production,1998,Percent of U.S. milk production,Southeast,Alabama,0.25,Percent
Milk production,1998,Percent of U.S. milk production,Southeast,Florida,1.49,Percent
Milk production,1998,Percent of U.S. milk production,Southeast,Georgia,0.91,Percent
Milk production,1998,Percent of U.S. milk production,Southeast,South Carolina,0.24,Percent
Milk production,1998,Percent of U.S. milk production,Southeast,Total region,2.88,Percent
Milk production,1998,Milk production,Delta States,Arkansas,540.00,Million pounds
Milk production,1998,Milk production,Delta States,Louisiana,751.00,Million pounds
Milk production,1998,Milk production,Delta States,Mississippi,579.00,Million pounds
Milk production,1998,Milk production,Delta States,Total region,1870.00,Million pounds
Milk production,1998,Percent of U.S. milk production,Delta States,Arkansas,0.34,Percent
Milk production,1998,Percent of U.S. milk production,Delta States,Louisiana,0.48,Percent
Milk production,1998,Percent of U.S. milk production,Delta States,Mississippi,0.37,Percent
Milk production,1998,Percent of U.S. milk production,Delta States,Total region,1.19,Percent
Milk production,1998,Milk production,Southern Plains,Oklahoma,1236.00,Million pounds
Milk production,1998,Milk production,Southern Plains,Texas,5605.00,Million pounds
Milk production,1998,Milk production,Southern Plains,Total region,6841.00,Million pounds
Milk production,1998,Percent of U.S. milk production,Southern Plains,Oklahoma,0.79,Percent
Milk production,1998,Percent of U.S. milk production,Southern Plains,Texas,3.56,Percent
Milk production,1998,Percent of U.S. milk production,Southern Plains,Total region,4.35,Percent
Milk production,1998,Milk production,Mountain Region,Arizona,2680.00,Million pounds
Milk production,1998,Milk production,Mountain Region,Colorado,1689.00,Million pounds
Milk production,1998,Milk production,Mountain Region,Idaho,5765.00,Million pounds
Milk production,1998,Milk production,Mountain Region,Montana,291.00,Million pounds
Milk production,1998,Milk production,Mountain Region,Nevada,502.00,Million pounds
Milk production,1998,Milk production,Mountain Region,New Mexico,4354.00,Million pounds
Milk production,1998,Milk production,Mountain Region,Utah,1513.00,Million pounds
Milk production,1998,Milk production,Mountain Region,Wyoming,80.00,Million pounds
Milk production,1998,Milk production,Mountain Region,Total region,16874.00,Million pounds
Milk production,1998,Percent of U.S. milk production,Mountain Region,Arizona,1.70,Percent
Milk production,1998,Percent of U.S. milk production,Mountain Region,Colorado,1.07,Percent
Milk production,1998,Percent of U.S. milk production,Mountain Region,Idaho,3.67,Percent
Milk production,1998,Percent of U.S. milk production,Mountain Region,Montana,0.19,Percent
Milk production,1998,Percent of U.S. milk production,Mountain Region,Nevada,0.32,Percent
Milk production,1998,Percent of U.S. milk production,Mountain Region,New Mexico,2.77,Percent
Milk production,1998,Percent of U.S. milk production,Mountain Region,Utah,0.96,Percent
Milk production,1998,Percent of U.S. milk production,Mountain Region,Wyoming,0.05,Percent
Milk production,1998,Percent of U.S. milk production,Mountain Region,Total region,10.73,Percent
Milk production,1998,Milk production,West Coast,California,27620.00,Million pounds
Milk production,1998,Milk production,West Coast,Oregon,1583.00,Million pounds
Milk production,1998,Milk production,West Coast,Washington,5326.00,Million pounds
Milk production,1998,Milk production,West Coast,Total region,34529.00,Million pounds
Milk production,1998,Percent of U.S. milk production,West Coast,California,17.56,Percent
Milk production,1998,Percent of U.S. milk production,West Coast,Oregon,1.01,Percent
Milk production,1998,Percent of U.S. milk production,West Coast,Washington,3.39,Percent
Milk production,1998,Percent of U.S. milk production,West Coast,Total region,21.96,Percent
Milk production,1998,Milk production,Other States,Alaska,14.00,Million pounds
Milk production,1998,Milk production,Other States,Hawaii,129.00,Million pounds
Milk production,1998,Milk production,Other States,Total region,143.00,Million pounds
Milk production,1998,Percent of U.S. milk production,Other States,Alaska,0.01,Percent
Milk production,1998,Percent of U.S. milk production,Other States,Hawaii,0.08,Percent
Milk production,1998,Percent of U.S. milk production,Other States,Total region,0.09,Percent
Milk production,1998,Milk production,United States,Total region,157262.00,Million pounds
Milk production,1998,Percent of U.S. milk production,United States,Total region,100.00,Percent
Milk production,1999,Milk production,Northeast,Connecticut,520.00,Million pounds
Milk production,1999,Milk production,Northeast,Delaware,145.00,Million pounds
Milk production,1999,Milk production,Northeast,Maine,689.00,Million pounds
Milk production,1999,Milk production,Northeast,Maryland,1365.00,Million pounds
Milk production,1999,Milk production,Northeast,Massachusetts,420.00,Million pounds
Milk production,1999,Milk production,Northeast,New Hampshire,321.00,Million pounds
Milk production,1999,Milk production,Northeast,New Jersey,280.00,Million pounds
Milk production,1999,Milk production,Northeast,New York,12082.00,Million pounds
Milk production,1999,Milk production,Northeast,Pennsylvania,10931.00,Million pounds
Milk production,1999,Milk production,Northeast,Rhode Island,31.00,Million pounds
Milk production,1999,Milk production,Northeast,Vermont,2710.00,Million pounds
Milk production,1999,Milk production,Northeast,Total region,29494.00,Million pounds
Milk production,1999,Percent of U.S. milk production,Northeast,Connecticut,0.32,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,Delaware,0.09,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,Maine,0.42,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,Maryland,0.84,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,Massachusetts,0.26,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,New Hampshire,0.20,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,New Jersey,0.17,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,New York,7.43,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,Pennsylvania,6.72,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,Rhode Island,0.02,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,Vermont,1.67,Percent
Milk production,1999,Percent of U.S. milk production,Northeast,Total region,18.14,Percent
Milk production,1999,Milk production,Lake States,Michigan,5455.00,Million pounds
Milk production,1999,Milk production,Lake States,Minnesota,9478.00,Million pounds
Milk production,1999,Milk production,Lake States,Wisconsin,23071.00,Million pounds
Milk production,1999,Milk production,Lake States,Total region,38004.00,Million pounds
Milk production,1999,Percent of U.S. milk production,Lake States,Michigan,3.36,Percent
Milk production,1999,Percent of U.S. milk production,Lake States,Minnesota,5.83,Percent
Milk production,1999,Percent of U.S. milk production,Lake States,Wisconsin,14.19,Percent
Milk production,1999,Percent of U.S. milk production,Lake States,Total region,23.37,Percent
Milk production,1999,Milk production,Corn Belt,Illinois,2029.00,Million pounds
Milk production,1999,Milk production,Corn Belt,Indiana,2185.00,Million pounds
Milk production,1999,Milk production,Corn Belt,Iowa,3802.00,Million pounds
Milk production,1999,Milk production,Corn Belt,Missouri,2237.00,Million pounds
Milk production,1999,Milk production,Corn Belt,Ohio,4440.00,Million pounds
Milk production,1999,Milk production,Corn Belt,Total region,14693.00,Million pounds
Milk production,1999,Percent of U.S. milk production,Corn Belt,Illinois,1.25,Percent
Milk production,1999,Percent of U.S. milk production,Corn Belt,Indiana,1.34,Percent
Milk production,1999,Percent of U.S. milk production,Corn Belt,Iowa,2.34,Percent
Milk production,1999,Percent of U.S. milk production,Corn Belt,Missouri,1.38,Percent
Milk production,1999,Percent of U.S. milk production,Corn Belt,Ohio,2.73,Percent
Milk production,1999,Percent of U.S. milk production,Corn Belt,Total region,9.04,Percent
Milk production,1999,Milk production,Northern Plains,Kansas,1405.00,Million pounds
Milk production,1999,Milk production,Northern Plains,Nebraska,1139.00,Million pounds
Milk production,1999,Milk production,Northern Plains,North Dakota,689.00,Million pounds
Milk production,1999,Milk production,Northern Plains,South Dakota,1419.00,Million pounds
Milk production,1999,Milk production,Northern Plains,Total region,4652.00,Million pounds
Milk production,1999,Percent of U.S. milk production,Northern Plains,Kansas,0.86,Percent
Milk production,1999,Percent of U.S. milk production,Northern Plains,Nebraska,0.70,Percent
Milk production,1999,Percent of U.S. milk production,Northern Plains,North Dakota,0.42,Percent
Milk production,1999,Percent of U.S. milk production,Northern Plains,South Dakota,0.87,Percent
Milk production,1999,Percent of U.S. milk production,Northern Plains,Total region,2.86,Percent
Milk production,1999,Milk production,Appalachia,Kentucky,1651.00,Million pounds
Milk production,1999,Milk production,Appalachia,North Carolina,1216.00,Million pounds
Milk production,1999,Milk production,Appalachia,Tennessee,1417.00,Million pounds
Milk production,1999,Milk production,Appalachia,Virginia,1873.00,Million pounds
Milk production,1999,Milk production,Appalachia,West Virginia,275.00,Million pounds
Milk production,1999,Milk production,Appalachia,Total region,6432.00,Million pounds
Milk production,1999,Percent of U.S. milk production,Appalachia,Kentucky,1.02,Percent
Milk production,1999,Percent of U.S. milk production,Appalachia,North Carolina,0.75,Percent
Milk production,1999,Percent of U.S. milk production,Appalachia,Tennessee,0.87,Percent
Milk production,1999,Percent of U.S. milk production,Appalachia,Virginia,1.15,Percent
Milk production,1999,Percent of U.S. milk production,Appalachia,West Virginia,0.17,Percent
Milk production,1999,Percent of U.S. milk production,Appalachia,Total region,3.96,Percent
Milk production,1999,Milk production,Southeast,Alabama,376.00,Million pounds
Milk production,1999,Milk production,Southeast,Florida,2398.00,Million pounds
Milk production,1999,Milk production,Southeast,Georgia,1449.00,Million pounds
Milk production,1999,Milk production,Southeast,South Carolina,369.00,Million pounds
Milk production,1999,Milk production,Southeast,Total region,4592.00,Million pounds
Milk production,1999,Percent of U.S. milk production,Southeast,Alabama,0.23,Percent
Milk production,1999,Percent of U.S. milk production,Southeast,Florida,1.47,Percent
Milk production,1999,Percent of U.S. milk production,Southeast,Georgia,0.89,Percent
Milk production,1999,Percent of U.S. milk production,Southeast,South Carolina,0.23,Percent
Milk production,1999,Percent of U.S. milk production,Southeast,Total region,2.82,Percent
Milk production,1999,Milk production,Delta States,Arkansas,520.00,Million pounds
Milk production,1999,Milk production,Delta States,Louisiana,711.00,Million pounds
Milk production,1999,Milk production,Delta States,Mississippi,552.00,Million pounds
Milk production,1999,Milk production,Delta States,Total region,1783.00,Million pounds
Milk production,1999,Percent of U.S. milk production,Delta States,Arkansas,0.32,Percent
Milk production,1999,Percent of U.S. milk production,Delta States,Louisiana,0.44,Percent
Milk production,1999,Percent of U.S. milk production,Delta States,Mississippi,0.34,Percent
Milk production,1999,Percent of U.S. milk production,Delta States,Total region,1.10,Percent
Milk production,1999,Milk production,Southern Plains,Oklahoma,1249.00,Million pounds
Milk production,1999,Milk production,Southern Plains,Texas,5620.00,Million pounds
Milk production,1999,Milk production,Southern Plains,Total region,6869.00,Million pounds
Milk production,1999,Percent of U.S. milk production,Southern Plains,Oklahoma,0.77,Percent
Milk production,1999,Percent of U.S. milk production,Southern Plains,Texas,3.46,Percent
Milk production,1999,Percent of U.S. milk production,Southern Plains,Total region,4.22,Percent
